index,Company,TypeName,inches,resolution_width,resolution_height,touchscreen,cpu_name,cpu_brand,cpu_speed,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,OpSys,Weight,Price
218,Dell,Ultrabook,14.00,1920,1080,0,"Core i5",Intel,1.60,8,SSD,256,0,Intel,windows,1.6,61218.72
219,Dell,"2 in 1 Convertible",13.30,1920,1080,1,"Core i7",Intel,1.80,16,SSD,512,0,Intel,windows,1.62,68145.12
220,Dell,Notebook,15.60,1920,1080,0,"Core i5",Intel,1.60,8,SSD,256,0,AMD,linux,2.2,36089.208
221,Lenovo,"2 in 1 Convertible",14.00,1920,1080,0,"Core i5",Intel,1.60,8,SSD,256,0,Intel,windows,1.74,47898.72
222,Toshiba,Ultrabook,13.30,1920,1080,0,"Core i7",Intel,2.50,8,SSD,256,0,Intel,windows,1.2,72620.64
223,HP,Notebook,15.60,1920,1080,0,"Core i5",Intel,1.60,8,HDD,1024,0,Intel,windows,2.1,42304.32
224,Dell,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,256,1024,Nvidia,windows,4.42,130873.7952
225,Acer,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,Nvidia,windows,2.2,44328.96
226,Dell,Notebook,15.60,1920,1080,1,"Core i7",Intel,2.70,16,HDD,1024,0,AMD,windows,2.3,45768.0528
227,Asus,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Nvidia,windows,2,40972.32
228,Asus,Notebook,17.30,1920,1080,0,"Core i5",Intel,2.50,8,Hybrid,256,500,Nvidia,windows,2.69,47472.48
229,HP,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,8,HDD,1024,0,AMD,windows,1.9,67612.32
230,Asus,Notebook,15.60,1366,768,0,"Core i3",Intel,2.40,4,HDD,1024,0,Intel,windows,2.37,21258.1872
231,HP,Notebook,15.60,1366,768,0,"E-Series 9000e",AMD,1.50,4,HDD,500,0,AMD,windows,2.1,17582.4
232,Lenovo,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,256,1024,Nvidia,windows,3.2,79866.72
233,Dell,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.6,45767.52
234,Acer,"2 in 1 Convertible",13.30,1920,1080,1,"Core i5",Intel,2.30,8,SSD,256,0,Intel,windows,1.6,36709.92
235,Dell,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,16,SSD,256,0,AMD,linux,2.36,47898.72
236,Acer,Notebook,15.60,1366,768,0,"Core i3",Intel,2.00,4,HDD,1024,0,Intel,linux,2.1,20779.2
237,Asus,Notebook,15.60,1920,1080,0,"A10-Series A10-9620P",AMD,2.50,4,Hybrid,128,1024,AMD,windows,2.2,30636
238,Asus,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.90,32,Hybrid,512,1024,Nvidia,windows,4.7,207259.2
239,Acer,Gaming,15.60,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Nvidia,windows,2.5,45074.88
240,Lenovo,Notebook,15.60,1366,768,0,"Core i3",Intel,2.00,8,SSD,128,0,Intel,windows,7.2,31381.92
241,Asus,Notebook,17.30,1920,1080,0,"Core i7",Intel,1.80,8,Hybrid,128,1024,Nvidia,windows,2.1,61005.6
242,Asus,Notebook,17.30,1920,1080,0,"Core i7",Intel,2.70,8,Hybrid,128,1024,Nvidia,N/A,2.69,47365.92
243,Dell,Gaming,15.60,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Nvidia,windows,2.56,46833.12
244,Lenovo,"2 in 1 Convertible",13.90,1920,1080,1,"Core i7",Intel,2.70,8,SSD,256,0,Intel,windows,1.38,57489.12
245,Dell,Notebook,15.60,1920,1080,0,"Core i7",Intel,1.80,8,Hybrid,128,2048,AMD,windows,2.2,52480.8
246,HP,Notebook,15.60,1366,768,1,"Core i5",Intel,2.50,8,HDD,1024,0,Intel,windows,2.04,29783.52
247,Asus,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.90,16,SSD,256,0,Nvidia,windows,3.6,159786.72
248,HP,Notebook,13.30,1920,1080,0,"Core i5",Intel,1.60,4,HDD,500,0,Intel,windows,1.49,35964
249,Apple,Ultrabook,13.30,2560,1600,0,"Core i5",Intel,3.10,8,SSD,512,0,Intel,macos,1.37,108691.2
250,Dell,"2 in 1 Convertible",15.60,1920,1080,1,"Core i7",Intel,1.80,8,HDD,1024,0,Intel,windows,2.08,43636.32
251,Asus,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,256,1024,Nvidia,windows,4.3,95850.72
252,Asus,Notebook,15.60,1366,768,0,"A9-Series 9420",AMD,3.00,4,HDD,1024,0,AMD,windows,1.68,24988.32
253,Lenovo,"2 in 1 Convertible",13.90,1920,1080,1,"Core i7",Intel,1.80,8,SSD,512,0,Intel,windows,1.37,98514.72
254,Acer,Notebook,17.30,1920,1080,0,"Core i3",Intel,2.70,4,SSD,256,0,Nvidia,windows,3,37402.56
255,Dell,Ultrabook,13.30,1920,1080,0,"Core i5",Intel,1.60,8,SSD,256,0,Intel,windows,1.41,50562.72
256,HP,Notebook,15.60,1366,768,0,"A6-Series A6-9220",AMD,2.50,8,SSD,128,0,AMD,windows,1.91,23757.552
257,HP,Notebook,17.30,1920,1080,0,"Core i7",Intel,1.80,16,HDD,1024,0,Nvidia,windows,2.9,56423.52
258,MSI,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,512,1024,Nvidia,windows,4.14,133146.72
259,Lenovo,"2 in 1 Convertible",15.60,1920,1080,1,"Core i7",Intel,2.80,8,SSD,512,0,Nvidia,windows,2,90522.72
260,Dell,Notebook,17.30,1920,1080,0,"Core i7",Intel,1.80,8,Hybrid,128,1024,AMD,windows,2.8,60845.76
261,Lenovo,Notebook,15.60,1920,1080,0,"Core i3",Intel,2.00,4,SSD,256,0,Intel,N/A,2.2,23656.32
262,HP,Notebook,15.60,1920,1080,0,"Core i5",Intel,1.60,4,HDD,500,0,Intel,windows,2.1,38468.16
263,Dell,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,4,HDD,1024,0,Intel,windows,2.18,35004.96
264,Dell,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,HDD,1024,0,AMD,windows,2.24,30103.2
265,Dell,"2 in 1 Convertible",15.60,1920,1080,1,"Core i5",Intel,1.60,8,SSD,256,0,Intel,windows,2.67,42570.72
266,Asus,"2 in 1 Convertible",13.30,1920,1080,1,"Core i7",Intel,1.80,8,SSD,512,512,Intel,windows,4.1,79866.72
268,HP,Notebook,17.30,1920,1080,0,"Core i7",Intel,1.80,8,HDD,1024,0,Nvidia,windows,2.5,54239.04
269,Lenovo,Notebook,15.60,1920,1080,0,"Core i7",Intel,1.80,8,SSD,256,0,Intel,windows,2.05,46886.4
270,Apple,Ultrabook,13.30,2560,1600,0,"Core i5",Intel,2.90,8,SSD,512,0,Intel,macos,1.37,104370.192
271,Asus,Gaming,17.30,1920,1080,0,"Ryzen 1700",AMD,3.00,16,Hybrid,256,1024,AMD,windows,3.2,82530.72
272,Dell,Notebook,15.60,1920,1080,0,"Core i7",Intel,1.80,8,SSD,256,0,AMD,linux,2.14,39164.5296
273,Lenovo,"2 in 1 Convertible",14.00,2560,1440,1,"Core i7",Intel,2.60,16,SSD,512,0,Intel,windows,1.36,133146.72
274,Toshiba,Notebook,15.60,1366,768,0,"Core i7",Intel,2.50,8,HDD,500,0,Nvidia,windows,2.2,43263.36
275,Dell,Notebook,15.60,1366,768,0,"Core i7",Intel,2.70,12,HDD,1024,0,Intel,windows,2.3,37992.3696
276,Dell,Notebook,17.30,1920,1080,0,"Core i7",Intel,1.80,8,Hybrid,128,1024,AMD,linux,2.8,58554.72
277,Acer,Notebook,15.60,1920,1080,0,"Core i7",Intel,1.80,8,HDD,1024,0,Nvidia,windows,2.2,39693.6
278,Lenovo,Notebook,17.30,1600,900,0,"Core i3",Intel,2.00,4,HDD,1024,0,Intel,windows,2.8,26053.92
279,Lenovo,Notebook,17.30,1920,1080,0,"Core i7",Intel,1.80,8,HDD,2048,0,Nvidia,N/A,2.8,45234.72
280,Lenovo,Notebook,17.30,1600,900,0,"Core i7",Intel,2.70,6,Hybrid,128,1024,Nvidia,windows,2.8,45767.52
281,Dell,Notebook,15.60,1920,1080,0,"Core i3",Intel,2.00,4,HDD,1024,0,AMD,linux,2.25,22803.84
282,Lenovo,Gaming,15.60,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Nvidia,windows,2.5,44169.12
283,Lenovo,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,6,SSD,256,0,Intel,windows,2.2,30849.12
284,Acer,Notebook,15.60,1920,1080,0,"Core i7",Intel,1.80,8,SSD,256,0,Nvidia,windows,3,50669.28
285,Acer,Notebook,15.60,1920,1080,1,"Core i7",Intel,2.70,12,HDD,1024,0,Intel,windows,2.15,35111.52
286,Lenovo,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,Intel,windows,1.95,58448.16
287,Asus,Ultrabook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Nvidia,windows,1.7,52054.56
288,Lenovo,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,256,1024,Nvidia,windows,2.5,62817.12
289,Lenovo,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,8,HDD,1024,0,Nvidia,N/A,2.2,35112.0528
290,Acer,Notebook,15.60,1366,768,0,"Celeron Dual",Intel,1.50,2,SSD,16,0,Intel,Other,2.19,10602.72
291,Asus,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,8,HDD,1024,0,Nvidia,windows,3,63243.36
292,HP,Notebook,17.30,1600,900,0,"Core i3",Intel,2.00,8,HDD,1024,0,Intel,windows,2.54,26053.92
293,Dell,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.80,8,SSD,256,0,Nvidia,windows,2,97449.12
294,Lenovo,Notebook,15.60,1920,1080,0,"Core i5",Intel,1.60,8,SSD,256,0,Intel,windows,2.05,39373.92
295,Lenovo,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,8,HDD,1024,0,Nvidia,windows,3.2,69210.72
296,Acer,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.80,8,SSD,256,0,Nvidia,linux,2.5,52161.12
297,Dell,Workstation,17.30,1920,1080,0,"Core i7",Intel,2.90,16,SSD,256,0,Nvidia,windows,3.42,153705.3408
298,Lenovo,Notebook,15.60,1920,1080,0,"A10-Series 9600P",AMD,2.40,6,HDD,1024,0,AMD,windows,2.4,26586.72
299,Asus,Ultrabook,15.60,1920,1080,0,"Core i7",Intel,2.70,16,SSD,512,0,Nvidia,windows,1.63,78215.04
300,Asus,Notebook,14.00,1366,768,0,"Core i3",Intel,2.40,4,SSD,128,0,Intel,windows,1.3,27119.52
301,Asus,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,256,1024,Nvidia,windows,2.9,113060.16
302,Lenovo,Notebook,17.30,1600,900,0,"Core i5",Intel,2.50,6,HDD,1024,0,Nvidia,windows,5.8,34578.72
303,Lenovo,Notebook,15.60,1366,768,0,"Core i5",Intel,2.50,8,HDD,2048,0,Nvidia,N/A,2.2,29250.72
304,Asus,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,8,Hybrid,128,1024,Nvidia,windows,2.5,67399.2
305,Lenovo,Notebook,15.60,1366,768,0,"Pentium Quad",Intel,1.10,4,HDD,1024,0,Intel,N/A,2.2,19180.2672
306,HP,"2 in 1 Convertible",13.30,1920,1080,1,"Core i7",Intel,2.80,16,SSD,256,0,Intel,windows,1.28,105228
307,Toshiba,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.50,8,SSD,256,0,Nvidia,windows,2.2,55571.04
308,Lenovo,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,Hybrid,128,1024,Nvidia,windows,2.3,43636.32
309,HP,Notebook,15.60,1920,1080,0,"Core i3",Intel,2.00,4,HDD,1024,0,Intel,windows,1.86,24988.32
310,Lenovo,Notebook,13.30,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.1,53226.72
311,Dell,Ultrabook,13.30,3840,2160,1,"Core i7",Intel,1.80,16,SSD,1024,0,Intel,windows,1.21,133146.72
312,MSI,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,256,1024,Nvidia,windows,2.8,111834.72
313,Acer,Notebook,15.60,1920,1080,0,"A8-Series 7410",AMD,2.20,8,SSD,256,0,AMD,windows,2.23,24988.32
314,Asus,"2 in 1 Convertible",11.60,1366,768,1,"Celeron Dual",Intel,1.10,2,"Flash Storage",32,0,Intel,windows,1.1,14652
315,Dell,Notebook,15.60,1920,1080,0,"Core i5",Intel,1.60,8,Hybrid,128,1024,AMD,windows,2.33,44968.32
316,HP,"2 in 1 Convertible",13.30,3840,2160,1,"Core i7",Intel,1.80,16,SSD,1024,0,Intel,windows,1.29,130482.72
317,Lenovo,Notebook,13.30,1366,768,0,"Celeron Dual",Intel,1.60,4,"Flash Storage",16,0,Intel,Other,1.45,24503.472
318,HP,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.95,52214.4
319,Acer,Notebook,11.60,1366,768,0,"Pentium Quad",Intel,1.60,4,"Flash Storage",128,0,Intel,windows,1.4,25840.8
320,HP,Notebook,14.00,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,Intel,windows,1.48,68837.76
321,Lenovo,Notebook,17.30,1600,900,0,"Core i5",Intel,2.50,4,HDD,1024,0,Nvidia,windows,2.79,31381.92
322,Asus,Notebook,14.00,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,Intel,windows,2,58288.32
323,HP,Notebook,15.60,1366,768,0,"Core i7",Intel,1.80,8,HDD,1024,0,Intel,windows,2.1,48058.56
324,Acer,Notebook,15.60,1366,768,0,"A12-Series 9720P",AMD,2.70,8,SSD,256,0,AMD,windows,2.2,35111.52
325,Lenovo,Notebook,14.00,1366,768,0,"Celeron Dual",Intel,1.10,4,"Flash Storage",32,0,Intel,windows,1.44,15557.76
326,Acer,Notebook,15.60,1366,768,0,"Core i5",Intel,2.50,6,HDD,1024,0,Intel,windows,8.23,29250.72
327,Asus,Ultrabook,15.60,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,Nvidia,windows,1.7,55938.672
328,HP,Ultrabook,12.50,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,Intel,windows,1.26,71128.8
329,Dell,Notebook,15.60,3840,2160,1,"Core i7",Intel,2.80,32,SSD,1024,0,Nvidia,windows,2.06,140605.92
330,MSI,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,8,Hybrid,256,1024,Nvidia,windows,2.7,63882.72
331,Toshiba,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,2.0,50243.04
332,Asus,Notebook,14.00,1920,1080,0,"Core i7",Intel,2.70,8,Hybrid,256,1024,Intel,windows,2,71075.52
333,Lenovo,Notebook,15.60,1920,1080,0,"Core i3",Intel,2.00,4,HDD,1024,0,Intel,windows,1.85,23922.72
334,Asus,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,8,SSD,256,0,Nvidia,windows,2.5,53226.72
335,HP,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.60,8,SSD,256,0,Intel,windows,1.48,67559.04
337,HP,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.84,60952.32
338,Asus,Notebook,15.60,1366,768,0,"Celeron Dual",Intel,1.10,4,HDD,1024,0,Intel,linux,2,14651.4672
339,Dell,Notebook,15.60,1920,1080,0,"Core i5",Intel,1.60,8,SSD,256,0,Nvidia,windows,2,60885.72
340,Dell,Notebook,15.60,1366,768,0,"Celeron Dual",Intel,1.60,4,HDD,500,0,Intel,linux,2.2,14646.672
341,Lenovo,Notebook,15.60,1920,1080,0,"A12-Series 9720P",AMD,3.60,12,HDD,2048,0,AMD,windows,2.2,47898.72
342,HP,Notebook,15.60,1920,1080,0,"Core i3",Intel,2.40,8,HDD,1024,0,Nvidia,windows,2.1,38148.48
343,Lenovo,"2 in 1 Convertible",13.90,3840,2160,1,"Core i7",Intel,1.80,16,SSD,512,0,Intel,windows,1.4,111834.72
344,Dell,Ultrabook,13.30,1920,1080,0,"Core i7",Intel,1.80,8,SSD,256,0,Intel,windows,1.2,84129.12
345,Lenovo,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,256,2048,Nvidia,windows,2.4,60153.12
346,HP,Notebook,14.00,1366,768,0,"Celeron Dual",Intel,1.60,2,"Flash Storage",32,0,Intel,windows,1.44,14865.12
347,Dell,Ultrabook,15.60,1920,1080,0,"Core i7",Intel,1.90,16,SSD,512,256,Intel,windows,1.88,85672.1088
348,Asus,"2 in 1 Convertible",11.60,1366,768,1,"Celeron Dual",Intel,1.10,4,"Flash Storage",32,0,Intel,windows,1.5,19980
349,Dell,Ultrabook,15.60,1920,1080,0,"Core i5",Intel,1.60,8,HDD,1024,0,AMD,windows,0.0002,35324.64
351,HP,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,Intel,windows,1.84,69477.12
352,MSI,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,8,Hybrid,128,1024,Nvidia,windows,2.7,75071.52
353,HP,Workstation,15.60,1920,1080,0,"Core i7",Intel,2.80,8,SSD,256,0,Nvidia,windows,2.6,92615.0256
354,Toshiba,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.50,16,SSD,512,0,Nvidia,windows,2.4,74751.84
355,Dell,Notebook,15.60,1920,1080,0,"Core i7",Intel,1.80,8,Hybrid,128,2048,AMD,windows,2.02,51729.552
356,Lenovo,Notebook,15.60,1366,768,0,"Celeron Dual",Intel,1.10,4,HDD,1024,0,Intel,N/A,2.2,17155.6272
357,Dell,Gaming,15.60,1920,1080,0,"Core i5",Intel,2.50,8,HDD,1024,0,Nvidia,windows,2.65,53226.72
358,Dell,Notebook,15.60,1366,768,1,"Core i5",Intel,2.50,8,HDD,2048,0,Intel,windows,2.36,29696.6736
359,Dell,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.60,8,SSD,256,0,Intel,windows,1.36,76030.56
360,HP,Notebook,15.60,1366,768,0,"Core i3",Intel,2.00,4,HDD,500,0,Intel,windows,1.86,23389.92
361,Asus,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,2,50349.6
362,Lenovo,Notebook,17.30,1600,900,0,"Core i5",Intel,2.50,6,Hybrid,128,1024,Nvidia,windows,2.8,38308.32
363,HP,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,8,HDD,1024,0,Intel,windows,1.86,34045.92
364,Lenovo,Notebook,15.60,1366,768,0,"Core i3",Intel,2.00,8,SSD,256,0,Nvidia,N/A,2.2,26586.72
365,HP,Notebook,15.60,1366,768,0,"Pentium Quad",Intel,1.60,8,HDD,2048,0,Intel,windows,2.04,20725.92
366,Dell,Notebook,17.30,1920,1080,0,"Core i5",Intel,1.60,8,Hybrid,128,1024,AMD,windows,2.8,57808.8
367,Lenovo,Gaming,15.60,1920,1080,0,"Core i5",Intel,2.50,8,Hybrid,128,1024,Nvidia,N/A,2.4,43103.52
368,Dell,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,AMD,windows,2.33,47898.72
369,HP,Ultrabook,14.00,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,Intel,windows,1.36,93240
370,Asus,"2 in 1 Convertible",15.60,1920,1080,1,"Core i7",Intel,2.70,12,Hybrid,512,2048,Nvidia,windows,2.26,58554.72
371,Acer,Notebook,15.60,1366,768,0,"A9-Series 9420",AMD,3.00,4,SSD,128,0,AMD,windows,2.1,22697.28
372,Asus,Gaming,17.30,1920,1080,0,"Ryzen 1700",AMD,3.00,16,Hybrid,256,1024,AMD,windows,3.25,117162.72
373,Lenovo,Notebook,17.30,1600,900,0,"A8-Series 7410",AMD,2.20,4,SSD,128,0,AMD,windows,2.6,26053.92
374,Dell,"2 in 1 Convertible",13.30,1920,1080,1,"Core i7",Intel,1.80,8,SSD,256,0,Intel,windows,1.62,46300.8528
375,HP,Notebook,15.60,1920,1080,0,"A9-Series 9420",AMD,3.00,4,SSD,256,0,AMD,windows,1.91,26053.3872
376,Lenovo,Netbook,11.60,1366,768,0,"Celeron Quad",Intel,1.10,4,SSD,128,0,Intel,windows,1.59,29463.84
377,Dell,Notebook,15.60,1366,768,0,"Celeron Dual",Intel,1.60,4,HDD,500,0,Intel,windows,1.8,16463.52
378,Asus,Notebook,14.00,1366,768,0,"Celeron Dual",Intel,1.10,4,"Flash Storage",32,0,Intel,windows,1.5,15238.08
379,Acer,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.80,8,HDD,1024,0,Nvidia,linux,2.4,45074.88
380,HP,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,8,Hybrid,128,1024,Nvidia,windows,3.35,63456.48
381,Lenovo,Notebook,15.60,1920,1080,0,"Core i3",Intel,2.00,4,SSD,128,0,Intel,N/A,1.85,21498.48
382,Asus,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,8,Hybrid,128,1024,Nvidia,windows,2.3,88178.4
383,Lenovo,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Nvidia,windows,1.5,58554.72
384,Asus,Ultrabook,13.30,1920,1080,1,"Core i7",Intel,2.70,16,SSD,512,0,Intel,windows,1.1,93181.392
385,Lenovo,Ultrabook,14.00,2560,1440,0,"Core i7",Intel,2.70,8,SSD,512,0,Intel,windows,1.13,121584.96
386,Lenovo,Notebook,13.30,1920,1080,0,"Core i3",Intel,2.40,4,SSD,128,0,Intel,windows,1.5,29250.72
387,Dell,Workstation,15.60,1920,1080,0,"Core i5",Intel,2.60,8,HDD,500,0,AMD,windows,2.23,72940.32
388,Dell,Workstation,15.60,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,Nvidia,windows,2,113752.8
389,Lenovo,"2 in 1 Convertible",14.00,2560,1440,1,"Core i7",Intel,2.70,16,SSD,512,0,Intel,windows,1.42,133679.52
390,Asus,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,8,HDD,1024,0,Nvidia,windows,3,55357.92
391,Asus,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,256,1024,Nvidia,windows,3,84768.48
392,Acer,Notebook,15.60,1366,768,0,"Core i5",Intel,1.60,12,HDD,1024,0,Nvidia,windows,2.2,36975.7872
393,MSI,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,8,SSD,256,0,Nvidia,windows,2.7,71874.72
394,Dell,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.70,8,SSD,256,0,AMD,linux,2.33,41498.1936
395,HP,Ultrabook,15.60,1920,1080,0,"A9-Series 9420",AMD,3.00,4,SSD,256,0,AMD,windows,1.91,26586.72
396,Lenovo,Notebook,15.60,1920,1080,0,"Core i7",Intel,1.80,8,SSD,256,0,AMD,windows,2.1,65510.9568
397,Lenovo,Notebook,14.00,1920,1080,0,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.9,49976.64
398,Dell,Workstation,15.60,3840,2160,1,"Core i7",Intel,2.80,8,SSD,256,0,Nvidia,windows,1.78,144495.36
399,Lenovo,Ultrabook,14.00,2560,1440,0,"Core i7",Intel,2.70,16,SSD,1024,0,Intel,windows,1.13,139860
400,Lenovo,Notebook,15.60,1366,768,0,"Celeron Dual",Intel,1.10,4,HDD,1024,0,Intel,windows,2.2,16303.68
401,Asus,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,256,1024,Nvidia,windows,2.9,81465.12
402,Lenovo,Notebook,25.60,1920,1080,0,"Core i5",Intel,1.60,8,Hybrid,256,1024,AMD,windows,2.1,60978.96
403,Acer,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.80,8,SSD,256,0,Nvidia,linux,2.5,46833.12
404,MSI,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,16,Hybrid,256,1024,Nvidia,windows,2.8,119826.72
405,Asus,Ultrabook,14.00,1920,1080,0,"Core i7",Intel,2.70,8,SSD,512,0,Intel,windows,1.10,99793.44
406,Toshiba,Ultrabook,13.30,1920,1080,0,"Core i7",Intel,2.50,16,SSD,512,0,Intel,windows,1.2,93080.16
407,Dell,Ultrabook,14.00,1920,1080,0,"Core i7",Intel,2.80,8,SSD,512,0,Intel,windows,1.36,89510.4
408,Lenovo,Notebook,35.60,1920,1080,0,"Core i3",Intel,2.00,4,HDD,500,0,Intel,windows,2.2,21791.52
409,Lenovo,Notebook,11.60,1366,768,0,"Celeron Dual",Intel,1.10,2,"Flash Storage",32,0,Intel,windows,1.15,16221.096
410,Lenovo,Workstation,15.60,1920,1080,0,"Core i7",Intel,2.80,8,SSD,512,0,Nvidia,windows,2.67,102564
411,Lenovo,Ultrabook,14.00,2560,1440,0,"Core i7",Intel,2.80,8,SSD,512,0,Nvidia,windows,1.7,103523.04
412,HP,Notebook,15.60,1920,1080,0,"Core i3",Intel,2.00,4,HDD,1024,0,AMD,windows,2.1,24988.32
413,Acer,"2 in 1 Convertible",13.30,1920,1080,1,"Core i7",Intel,2.50,8,SSD,256,0,Intel,windows,1.6,42038.4528
414,Asus,"2 in 1 Convertible",13.30,1920,1080,1,"Core i5",Intel,2.50,8,SSD,256,0,Intel,windows,1.27,49443.84
415,Dell,Notebook,15.60,1920,1080,0,"Core i5",Intel,2.50,4,SSD,256,0,AMD,linux,2.3,31909.392
416,Dell,Notebook,13.30,1366,768,0,"Core i3",Intel,2.00,4,SSD,128,0,Intel,windows,1.65,36709.92
417,HP,Ultrabook,14.00,1920,1080,0,"Core i7",Intel,2.50,8,SSD,256,0,Intel,windows,1.43,79920
418,Dell,Notebook,15.60,1366,768,0,"Core i5",Intel,2.50,8,HDD,1024,0,Intel,windows,2.14,28768.536
419,Lenovo,Ultrabook,14.00,1920,1080,0,"Core i7",Intel,1.80,8,SSD,256,0,AMD,windows,1.75,64755.4464
420,Lenovo,"2 in 1 Convertible",15.60,3840,2160,1,"Core i7",Intel,2.80,16,SSD,512,0,Nvidia,windows,2,101178.72
421,Chuwi,Notebook,12.30,2736,1824,0,"Celeron Quad",Intel,1.10,6,"Flash Storage",64,0,Intel,windows,1.4,23922.72
422,HP,Notebook,15.60,1920,1080,0,"Core i7",Intel,2.90,8,SSD,256,0,Intel,windows,2.31,76030.56
423,Asus,Notebook,35.60,1920,1080,0,"Core i3",Intel,2.40,8,HDD,1024,0,Nvidia,linux,2.3,31808.16
424,Dell,Gaming,27.30,2560,1440,0,"Core i7",Intel,2.90,16,Hybrid,256,1024,Nvidia,windows,4.42,149130.72
425,Dell,Gaming,15.60,1920,1080,0,"Core i7",Intel,2.80,8,Hybrid,128,1024,Nvidia,windows,2.62,61751.52
426,Dell,Notebook,15.60,1920,1080,0,"Core i7",Intel,1.80,8,Hybrid,256,2048,AMD,windows,2.02,60867.072
427,Dell,Ultrabook,14.00,1920,1080,0,"Core i7",Intel,2.80,8,SSD,256,0,Intel,linux,1.6,58554.72
428,HP,Gaming,17.30,1920,1080,0,"Core i7",Intel,2.80,12,Hybrid,256,1024,Nvidia,windows,3.35,106506.72
429,Mediacom,"2 in 1 Convertible",11.60,1920,1080,1,"Celeron Dual",Intel,1.10,4,SSD,32,0,Intel,windows,1.16,15930.72
